"Country Name","Income Level","Region","Year","CO2 emissions (metric tons per capita)","Agriculture, forestry, and fishing, value added (% of GDP)","Energy intensity level of primary energy","Land Surface Temperature","Nitrous oxide emissions","Methane emissions","Population ages 65 and above (% of total population)","Unemployment, total (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Government expenditure on education, total","Control of Corruption: Estimate","Government Effectiveness: Estimate","GDP growth (annual %)","Regulatory Quality: Estimate","Rule of Law: Estimate","Voice and Accountability: Estimate","Political Stability and Absence of Violence/Terrorism","School enrollment, primary and secondary, gender parity index","ESG_Score","ESG_Rank"
Jamaica,Upper Middle Income,Latin America & Caribbean,2017,2.570880748,6.63178586,3.86,27.1844465,0.156674178,0.281301372,6.525569675,11.63000011,14.6,71.911,1.44,18.40254021,-0.199059412,0.592082083,0.997123062,0.075947106,-0.113693483,0.691164255,0.309247434,0.992589428,52.81299331,90
Guatemala,Upper Middle Income,Latin America & Caribbean,2017,1.029997461,9.696286632,4.24,28.0606957,0.298369819,0.620982172,4.563988433,2.460000038,26.4,72.551,2.857,23.08805084,-0.766957521,-0.663387358,3.079851491,-0.354202002,-1.063370585,-0.279577643,-0.650674939,0.962559998,52.676522156,91
Colombia,Upper Middle Income,Latin America & Caribbean,2017,1.550928775,6.389663553,2.44,28.3703422,0.445692973,1.468201541,7.671566384,8.869999886,14.6,76.646,1.818,15.46874046,-0.405644536,-0.114196181,1.359360868,0.269794911,-0.347924829,0.112485103,-0.772707641,1.014070034,52.60804275100001,92
Panama,High Income,Latin America & Caribbean,2017,2.473106521,2.384705166,1.42,27.5627868,0.317377931,1.176739755,7.706937125,3.858999968,15.9,77.795,2.493,8.681870461,-0.591011941,0.057655349,5.591148876,0.4370372,0.027954057,0.519496799,0.38981697,1.011700034,51.650299121,93
Philippines,Lower Middle Income,East Asia & Pacific,2017,1.250720206,10.18295413,2.89,27.8136732,0.13537758,0.614398752,4.819683083,2.549999952,28.5,71.516,2.865,19.83185005,-0.484400183,-0.000521704,6.930988326,0.140730426,-0.482937932,0.084172755,-1.18508029,1.018489957,51.532758928,94
Samoa,Lower Middle Income,East Asia & Pacific,2017,1.493040516,9.907575642,4.17,25.8208667,0.288975582,1.444877965,4.789781799,8.578000069,18.1,72.59,4.183,13.21240044,0.687652111,0.721671581,1.4062824,-0.063943736,0.96954,0.776517391,1.178782463,0.992589428,51.430088687,95
Indonesia,Lower Middle Income,East Asia & Pacific,2017,1.955849726,13.15663085,3.2,27.6247446,0.358413654,1.052594374,6.345066091,3.880000114,25.6,69.936,2.262,16.12074089,-0.280535877,0.014091857,5.069785901,0.041742001,-0.331988752,0.131623447,-0.497903407,0.993650019,51.16530055200001,96
Barbados,High Income,Latin America & Caribbean,2017,4.226557639,1.299786098,3.55,28.8636003,0.143273147,8.381478773,13.73595475,8.619999886,13.4,76.936,1.615,12.87915039,1.416810632,0.838656902,0.456290513,0.490751982,0.652969778,1.113593578,0.966827691,1.002079964,50.088962533,97
Fiji,Upper Middle Income,East Asia & Pacific,2017,1.79539267,10.53182771,2.15,25.5930728,0.206742189,0.435246721,4.993479457,4.277999878,25.5,67.79,2.557,16.81719017,0.686592698,0.28252247,5.353364937,0.078874923,-0.048007891,0.122857846,0.619655013,0.992589428,50.00549250300002,98
Cabo Verde,Lower Middle Income,Sub-Saharan Africa,2017,1.044332767,6.738689905,2.74,33.0558213,0.106203337,0.159305012,5.218477965,12.23999977,16.8,76.593,2.091,16.41258049,0.82485795,0.174251601,3.702039188,-0.059173293,0.378697842,0.964152038,0.774638414,1.007290006,49.97283992000001,99
Suriname,Upper Middle Income,Latin America & Caribbean,2017,4.254891849,10.91722623,3.91,26.4059394,0.493567455,2.365719844,6.565632927,7.903999805,19.3,72.417,2.443,17.32357979,-0.179081544,-0.618173838,1.567191065,-0.539375067,-0.154022262,0.430541843,0.126681313,0.992589428,49.592671532000004,100
El Salvador,Lower Middle Income,Latin America & Caribbean,2017,1.018087182,5.393009141,3.25,32.0617031,0.19787274,0.564894753,7.682655873,4.389999866,14.3,72.311,1.896,13.41792965,-0.51154989,-0.366407037,2.247619048,-0.154422417,-0.857871532,0.154455736,-0.260043442,0.992589428,48.870406917000004,101
Mexico,Upper Middle Income,Latin America & Caribbean,2017,3.839000611,3.381073882,3.07,32.12499,0.357214792,1.107300764,7.424720066,3.420000076,15.2,74.138,2.041,17.57729912,-0.932947338,-0.031995479,2.113129135,0.194318756,-0.569108903,-0.077817239,-0.797446549,1.03918004,48.438899248000006,102
Seychelles,High Income,Sub-Saharan Africa,2017,6.05156332,2.747987091,3.06,26.1672515,0.0,0.939035752,7.065086607,7.684058763,14.7,74.3,2.41,10.25983047,0.888517916,0.529888809,4.511094855,0.024690807,0.192510903,0.18763113,0.793362498,1.080629945,47.689321696,103
Lebanon,Lower Middle Income,Middle East & North Africa,2017,4.79927816,2.792911485,3.49,26.0611986,0.155501852,0.53361688,8.090835678,10.27400017,7.7,79.654,2.173,7.147540092,-1.008641601,-0.423257858,0.782014001,-0.361218214,-0.794015706,-0.576119244,-1.627562046,0.992589428,46.46248035299999,104
Iran,Lower Middle Income,Middle East & North Africa,2017,7.412808941,9.827058776,9.54,35.3760113,0.426838265,2.834149276,6.253066347,12.22999954,14.4,75.971,2.074,20.30521011,-0.81662029,-0.199220181,2.758505246,-1.200613856,-0.685296178,-1.299847364,-0.934016049,1.01710999,45.782529229,105
Brazil,Upper Middle Income,Latin America & Caribbean,2017,2.18934835,4.600591694,4.05,29.0611023,0.880746434,2.062972577,8.428128041,12.81999969,15.4,74.827,1.736,16.50490952,-0.536921918,-0.292603076,1.322869054,-0.116344914,-0.287289172,0.448033065,-0.473864615,1.005130053,45.329468381000005,106
Sao Tome and Principe,Lower Middle Income,Sub-Saharan Africa,2017,0.672960452,11.17670479,3.55,24.7814661,0.096137207,0.048068602,3.624363994,13.97399998,19.5,68.267,4.142,18.39999962,0.18001163,-0.814973295,3.848980918,-0.877488613,-0.70994997,0.298386067,0.186047122,1.040549994,44.95499991600001,107
Morocco,Lower Middle Income,Middle East & North Africa,2017,1.787879837,11.1602888,3.24,32.3750792,0.259231316,0.331286939,6.330770804,9.241999626,21.2,73.66,2.451,13.66193008,-0.174473464,-0.279189408,5.057898157,-0.143823475,-0.260471582,-0.670858622,-0.373987466,0.930190027,44.491796932999996,108
"Bahamas, The",High Income,Latin America & Caribbean,2017,5.438324085,0.776040655,2.18,27.9680031,0.075184201,0.551350806,7.431832991,9.800000191,13.3,73.632,1.426,10.5860796,1.169450283,0.573825657,3.050157348,0.119374871,0.185603008,0.849594116,0.989585459,0.992589428,43.97727103300001,109
Trinidad and Tobago,High Income,Latin America & Caribbean,2017,12.34269823,1.175778368,19.21,26.8460495,0.284051137,4.632738723,9.31112865,3.275000095,18.3,74.23,1.662,9.886910439,-0.369345009,0.256764799,-4.706998899,0.023187116,-0.111858994,0.554902136,0.276504427,0.992589428,43.38702477600001,110
Grenada,Upper Middle Income,Latin America & Caribbean,2017,2.398259952,5.371560931,2.38,25.4225623,0.082698621,16.70512137,9.337539954,7.684058763,16.6,74.765,2.083,14.04117012,0.49271816,-0.137147561,4.439116408,-0.033718202,0.491692454,0.744320452,1.009161353,0.98672998,42.91244304300001,111
Paraguay,Upper Middle Income,Latin America & Caribbean,2017,1.268212126,10.5267434,3.42,29.7188078,1.722943183,4.624410878,5.802455674,4.610000134,20.9,73.644,2.591,11.50658989,-0.73010546,-0.824384332,4.810078856,-0.233266383,-0.653330326,-0.043701917,0.001770985,0.992589428,42.784065694000006,112
Tunisia,Lower Middle Income,Middle East & North Africa,2017,2.536523191,8.986045691,3.92,32.1877104,0.26923044,0.578252795,7.876218003,15.32999992,17.1,75.845,2.221,14.25794627,-0.133681297,-0.017163182,2.244345087,-0.347158164,0.113977797,0.162128091,-1.024681807,0.992589428,42.65284917099999,113
Ethiopia,Low Income,Sub-Saharan Africa,2017,0.146213488,33.77928067,8.2,34.6257735,0.43651474,0.765818582,3.030466857,2.299000025,55.9,64.838,4.39,26.50992012,-0.55976063,-0.71177578,9.564189643,-1.015599608,-0.454395801,-1.432524323,-1.679858565,0.992589428,42.49721167599999,114
Guyana,Upper Middle Income,Latin America & Caribbean,2017,3.236152711,22.75792505,3.95,26.3126362,1.100553945,2.07008962,5.605881151,13.74600029,31.2,68.667,2.485,17.63573074,-0.508103609,-0.272031456,3.734374061,-0.385692209,-0.279842585,0.277817965,-0.043073814,0.992589428,41.982141956,115
St. Kitts and Nevis,High Income,Latin America & Caribbean,2017,5.022496487,0.895377265,2.63,26.5439941,0.209270692,1.674165496,8.062069038,7.684058763,16.2,71.94023987,2.71318913,12.84000015,0.502968609,0.557348669,0.007068824,0.55235827,0.529867709,0.995655775,0.647076666,0.992589428,41.105445605,116
Bangladesh,Lower Middle Income,South Asia,2017,0.490376738,12.95727604,2.5,27.1562907,0.176644414,0.57128213,5.070918792,4.369999886,34.2,71.788,2.043,13.85498238,-0.83595705,-0.730936646,6.590249998,-0.813100755,-0.665030122,-0.615031362,-1.256080747,1.10079968,39.93849633999999,117
Libya,Upper Middle Income,Middle East & North Africa,2017,8.648125225,3.874776455,8.41,35.6867903,0.282208583,8.047648384,4.762065651,19.37100029,12.3,72.482,2.626,14.25794627,-1.54259932,-1.577755213,32.49180219,-2.122374058,-1.672351837,-1.4419837,-2.362225771,0.992589428,39.590117313000015,118
Bolivia,Lower Middle Income,Latin America & Caribbean,2017,1.989413174,11.58933594,4.09,28.1223963,0.777401456,2.46862123,4.917859757,3.650000095,28.6,67.701,2.777,18.02000046,-0.67995137,-0.370755553,4.195206301,-0.976599276,-1.23344624,-0.024626527,-0.278028756,0.983070016,39.54823249699999,119
Tanzania,Lower Middle Income,Sub-Saharan Africa,2017,0.210247449,28.74208607,6.74,31.6247014,0.460660516,0.748395626,3.087187005,2.177000046,54.1,65.999,4.993,24.39653969,-0.464720368,-0.650151134,6.785680114,-0.593987525,-0.452619135,-0.278152108,-0.561928689,1.030730009,39.465658892,120
Dominican Republic,Upper Middle Income,Latin America & Caribbean,2017,2.211839912,5.342666643,2.09,28.0624082,0.30712173,0.841532329,6.384905803,5.829999924,34.9,73.063,2.39,22.34359932,-0.76633662,-0.357882917,4.666704677,-0.024819622,-0.412302643,0.159243137,0.160588473,0.99357003,39.10003418600001,121
India,Lower Middle Income,South Asia,2017,1.713496761,16.5583314,4.47,33.3755332,0.188901799,0.478054992,6.040795894,5.357999802,38.6,70.467,2.2,15.80976963,-0.266855359,0.06893447,6.795383419,-0.240820944,-0.009627157,0.387066394,-0.764801919,1.084020019,38.485209293000004,122
Rwanda,Low Income,Sub-Saharan Africa,2017,0.097299025,26.34545557,4.28,27.9346647,0.158621932,0.147174984,2.984639265,1.136999965,44.6,65.941,4.027,11.07960987,0.631560087,0.209884405,3.976289694,0.097669929,0.137524739,-1.120503902,0.088095754,1.015059948,37.56452475299999,123
Palau,Upper Middle Income,East Asia & Pacific,2017,14.57644169,3.536414566,9.4,26.3341338,0.485930447,1.121264762,8.039693886,7.684058763,18.6,71.94023987,2.71318913,15.65999985,-0.477816433,-0.231101722,-4.078810923,-0.599612236,0.279734701,1.211721182,0.874548256,0.992589428,35.03258183300001,124
Tuvalu,Upper Middle Income,East Asia & Pacific,2017,0.923531564,10.77149544,2.55,29.55,0.0,0.923531564,5.518356038,7.684058763,24.3,64.148,3.186,14.25794627,0.084527776,-0.741588473,1.785714286,-0.792564452,0.670279622,1.080555081,1.241720915,0.992589428,34.99991004,125
St. Lucia,Upper Middle Income,Latin America & Caribbean,2017,2.991595149,1.569583211,2.95,25.7265254,0.169335584,1.524020313,8.432041589,18.86000061,23.0,73.127,1.448,14.09974003,0.621789515,0.361605376,3.387056508,0.341032624,0.637073278,0.985708773,0.989434838,0.996299982,34.77888866799999,126
Brunei Darussalam,High Income,East Asia & Pacific,2017,16.94261349,1.086449483,5.87,28.2805516,0.325372552,3.811506999,4.557999333,9.319999695,11.0,74.722,1.881,14.25794627,0.708136737,1.140028715,1.328602552,0.713511765,0.642315447,-0.948658228,1.160305381,1.014960051,34.692553170000004,127
Dominica,Upper Middle Income,Latin America & Caribbean,2017,2.414669855,13.40515129,3.02,24.8576643,0.284078803,0.568157594,9.320625542,7.684058763,33.5,71.94023987,2.71318913,9.783909798,0.666345119,-0.217171431,-6.618994633,0.158777386,0.692352355,0.88483882,1.198148966,0.992589428,33.204994065,128
Azerbaijan,Upper Middle Income,Europe & Central Asia,2017,3.243341999,5.607369011,4.37,24.3764427,0.401865916,1.407545508,5.78473042,5.0,22.8,72.248,1.75,6.970160007,-0.885625541,-0.129922405,0.199999939,-0.357856959,-0.568372667,-1.563634515,-0.747919917,0.992589428,32.940320678,129
Saudi Arabia,High Income,Middle East & North Africa,2017,15.94092541,2.528473058,5.85,40.5624614,0.238936942,3.209417317,2.303333143,5.889999866,8.1,77.16,2.584,22.25806046,0.359226704,0.254605442,-0.741528418,-0.002783501,0.095374554,-1.691246033,-0.637824893,0.95757997,32.16752955099999,130
Algeria,Lower Middle Income,Middle East & North Africa,2017,3.849132018,11.75590331,4.93,37.6875988,0.299004199,2.258332567,5.499513741,10.33300018,24.3,75.743,3.05,17.55604935,-0.576397896,-0.506708324,1.3,-1.259408355,-0.912661433,-0.902943969,-0.915799141,0.992589428,30.92606894699999,131
Myanmar,Lower Middle Income,East Asia & Pacific,2017,0.621553474,24.91762469,3.72,26.8734819,0.422273868,1.334331809,5.890790262,1.559999943,48.5,65.843,2.234,9.927680016,-0.571613848,-1.065703988,5.7500645,-0.835327387,-0.945896864,-0.864633322,-1.084839106,1.004699945,30.140203904,132
Egypt,Lower Middle Income,Middle East & North Africa,2017,2.379717623,11.4852853,3.67,36.3127435,0.224286646,0.685631417,4.465877731,11.73999977,21.7,71.302,3.151,14.25794627,-0.473245531,-0.496926844,4.181221001,-0.79504174,-0.433546245,-1.251299858,-1.424527287,0.994140029,29.288503870000007,133
Ghana,Lower Middle Income,Sub-Saharan Africa,2017,0.562830149,19.56170972,2.75,32.1560902,0.1829777,0.348087792,3.206191238,4.21999979,50.1,64.013,3.713,20.09763908,-0.229119286,-0.162351951,8.128894881,-0.17200318,0.128546864,0.596758425,0.0918345,0.996869981,27.724984641000002,134
Senegal,Lower Middle Income,Sub-Saharan Africa,2017,0.64653213,14.98203382,3.65,36.8134763,0.362189931,0.715803441,3.157656263,3.690000057,44.0,67.75,4.622,20.5892601,-0.088505775,-0.340407968,7.393737497,-0.178597897,-0.150462985,0.31716612,-0.050536823,0.992589428,27.173929921000003,135
Bahrain,High Income,Middle East & North Africa,2017,20.94953883,0.29059524,8.33,36.2973043,0.109827201,11.40143668,2.764041751,1.182999969,7.3,79.689,2.006,10.78999996,-0.145698264,0.191406816,4.290949778,0.412573814,0.442517638,-1.387256622,-0.961563706,1.013990045,26.473449469999995,136
Oman,High Income,Middle East & North Africa,2017,15.83714499,1.984599252,8.07,43.1881697,0.226779637,4.183313686,2.529550708,2.565000057,11.2,77.924,2.937,13.55008984,0.242988527,0.190403089,0.304057566,0.418861449,0.428314507,-1.061623693,0.754382253,0.999199986,26.19741541400002,137
Jordan,Upper Middle Income,Middle East & North Africa,2017,2.559865326,4.442000373,4.01,34.8133236,0.128237997,0.625527317,3.274973137,18.13999939,16.4,75.502,3.027,11.19604969,0.255141973,0.106722482,2.473598525,0.094333388,0.257462174,-0.72097677,-0.451625288,1.001449943,25.747175997000003,138
Lao PDR,Lower Middle Income,East Asia & Pacific,2017,2.722238523,16.19975986,4.9,25.4369596,0.404406054,1.11747541,4.126027788,0.805000007,49.4,67.434,2.671,11.43893528,-0.938166797,-0.374306679,6.892530873,-0.732938111,-0.890248179,-1.75141263,0.396687716,0.944714487,25.088504013999994,139
Kiribati,Lower Middle Income,East Asia & Pacific,2017,0.747744334,30.49398704,6.14,30.2831924,0.083082701,0.166165397,3.501505868,7.684058763,54.5,66.597,3.431,12.54887962,0.398526579,-0.187736854,-0.244658832,-0.837472856,0.628090739,1.047763586,0.881425619,0.992589428,25.064656341999985,140
Madagascar,Low Income,Sub-Saharan Africa,2017,0.132596896,24.55013777,8.03,31.8126074,0.328626309,0.599551936,3.01787857,1.822999954,55.5,65.094,4.109,17.15076065,-1.054602504,-1.171193242,3.933307595,-0.721031547,-0.863731086,-0.345091254,-0.30128175,0.992589428,24.006360134999987,141
Uganda,Low Income,Sub-Saharan Africa,2017,0.128840659,23.45883538,10.3,30.8750595,0.329951702,0.569191611,1.599576695,1.932000041,49.9,62.115,5.052,12.19733047,-1.05290091,-0.613667309,3.131405518,-0.247000918,-0.302254438,-0.588405609,-0.571629286,1.003955245,21.643201325000007,142
Malawi,Low Income,Sub-Saharan Africa,2017,0.066550469,22.92623863,3.32,30.938113,0.20859936,0.1890257,3.046767026,5.760000229,46.2,62.977,4.22,14.34442043,-0.666532099,-0.698232055,4.000030516,-0.77511847,-0.376728415,-0.030693365,-0.251163989,1.011049986,21.244749437,143
Papua New Guinea,Lower Middle Income,East Asia & Pacific,2017,0.834906248,17.64956892,4.93,26.5627542,0.398253565,1.182692375,2.854205404,2.506999969,48.2,65.103,3.432,10.69820023,-0.894592583,-0.664572179,3.534610818,-0.658654153,-0.808829367,0.132894218,-0.697866559,0.992589428,19.05294781999999,144
Kenya,Lower Middle Income,Sub-Saharan Africa,2017,0.387757343,20.89363741,5.56,38.3741296,0.340155949,0.630463231,2.625053942,3.513000011,45.9,62.481,3.643,17.70870018,-0.953847587,-0.355771035,3.837958174,-0.264081955,-0.412448674,-0.200867787,-1.131922126,0.992589428,17.991493835999997,145
Nauru,High Income,East Asia & Pacific,2017,5.992124662,10.77149544,5.68,30.4867442,0.0,0.0,1.818959983,7.684058763,31.3,71.94023987,2.71318913,12.11254978,-0.477816433,-0.435675859,-5.747126437,-1.098769069,-0.730496228,0.508525491,0.518839777,0.992589428,17.677198987999994,146
Kuwait,High Income,Middle East & North Africa,2017,21.99566423,0.525092139,7.18,39.530772,0.232732689,5.910440379,2.837811154,2.197000027,8.7,79.781,2.161,11.13780975,-0.336296082,-0.17838344,-4.712106209,-0.06401664,0.097872473,-0.607019484,-0.045865465,0.992589428,15.880878298999999,147
Burundi,Low Income,Sub-Saharan Africa,2017,0.047509798,28.54664701,7.62,28.0616281,0.18824638,0.144322226,2.362182808,1.588999987,61.5,61.553,5.481,19.76485062,-1.304452658,-1.360134125,0.500001262,-0.854293644,-1.403682351,-1.575840592,-2.007869244,1.021489978,15.850192573000008,148
United Arab Emirates,High Income,Middle East & North Africa,2017,21.72844747,0.761757602,4.54,44.1878863,0.22385683,5.171864871,1.007807917,2.460000038,7.2,79.504,1.419,5.501059532,1.1292243,1.410761595,0.735068713,1.01081419,0.792877913,-1.096804976,0.618641376,0.948279977,14.472432629999995,149
Qatar,High Income,Middle East & North Africa,2017,32.2816777,0.214741537,6.8,39.2184491,0.232321873,7.836253644,1.099749258,0.140000001,7.0,80.717,1.839,8.560850143,0.729398549,0.736953318,-1.497604702,0.416310757,0.718752921,-1.176434398,0.661161244,0.992589428,10.425765737,150
Comoros,Lower Middle Income,Sub-Saharan Africa,2017,0.367616168,31.89888687,3.06,26.4019934,0.065645744,0.32822872,4.194697399,8.086000443,67.9,63.625,4.278,14.25794627,-0.685020924,-1.65252018,3.815762877,-1.087726712,-1.090899706,-0.335756689,0.036118098,0.993130028,9.60213285599999,151
Guinea-Bissau,Low Income,Sub-Saharan Africa,2017,0.164908881,49.15780779,8.91,30.4695218,0.398973096,0.654315888,2.685434001,5.986000061,85.5,60.066,4.358,15.0,-1.581135035,-1.79129231,5.919176626,-1.206177831,-1.45640564,-0.79739219,-0.498639256,0.992589428,7.868245857000009,152
Timor-Leste,Lower Middle Income,East Asia & Pacific,2017,0.490655439,17.01296234,2.24,28.8112389,0.20108829,4.39176828,5.489348353,4.760000229,46.8,67.745,3.596,7.021611214,-0.549885333,-1.005245328,-3.057649469,-0.739573658,-1.162479758,0.343245,0.071511343,1.005177498,5.363271064000014,153
Turkmenistan,Upper Middle Income,Europe & Central Asia,2017,12.25122495,11.11780748,14.13,33.0632426,0.579721509,12.66004503,4.245982538,4.203999996,42.9,68.916,2.836,14.25794627,-1.348996639,-0.964904189,6.500000047,-1.975878716,-1.469330549,-2.159890413,-0.12590234,0.992589428,3.621188831999991,154
